company_name,request_url,request_company_url,location,tags,founding_date,founders,urls,emails,phones,description_short,description
PikaPage,https://e27.co/startup/pikapage,http://www.pikapage.com,Hong Kong,,,Bok Wai,,,,PikaPage was founded by an ex-Fortune 500 Managing Director when he realised it is too outdated to share data on smartphone with the existing softwares.,"PikaPage is a startup proudly based in Hong Kong. We are a small team ready to make a huge impact on how people share and view information on their smartphones.We believe diversity would bring in perspectives, and perspectives would make us better.Therefore, the PikaPage family is extremely diverse. Our team is composed of members from Hong Kong, Japan, Vietnam etc. Our members are from different backgrounds, from engineering to linguistic studies. We have young students in their early 20s, and experienced gentlemen in their early 50s!PikaPage StoryPikaPage was founded by an ex-Fortune 500 Managing Director when he realised it is too outdated to share data on smartphone with the existing softwares.Now, PikaPage has gone from a concept to an APP that has already served few thousands customers in less than a year. Our iOS version is already on apps store while our Android version will soon be released. Our client base is expanding rapidly. Our largest partner to date was the CCB International Dragon Boat Festival. It is an international dragon boat event that took place in central with thousands of participants from all over the world. The pilot work has shown great success, generating 22849 page views and also hundred of followers using the PikaPage app.*View one of our recent customers at https://our.pikapage.com/page?id=58fa25bba3f49d260b98004c*"
Art&Found,https://e27.co/startup/art-found-1,http://www.artandfound.co,India,"Consumer,Design ,E-commerce",,Aditya Mehta,"http://www.twitter.com/artandfound,http://www.facebook.com/artandfound",,,Art&Found is a curated platform for artists to sell limited edition and original works of art.,". Art & Found is an online platform for artists to showcase, share and sell their work. They’re a community of designers, illustrators, typographers, photographers, painters and doodlers who have come together to sustain and celebrate artistic value. Their aim is to empower the artist community."
Creaa Designs,https://e27.co/startup/creaa-designs,https://www.creaadesigns.com,India,,January 2007,Creaa Designs,"http://www.twitter.com/creaadesigns10,https://www.facebook.com/pages/Creaa-Designs/189640984392768,http://www.linkedin.com/profile/view?id=33724248&locale=en_US&trk=tyah2",,,If you are looking for a website makeover or willing to create a website for your company creaa designs is a one stop destination to help you ace with your marketing game.,"If you are looking for a website makeover or willing to create a website for your company creaa designs is a one stop destination to help you ace with your marketing game. With an experience of developing over 450 innovative websites, creaa design is the perfect web development company in India. If you are looking for a website design company in Mumbai and a logo design company in India you need to check out www.creaadesigns.com. You can also ask for their assistance to help you with your Company brochure design."
PhonePe,https://e27.co/startup/phonepe,https://www.phonepe.com/,India,"Finance,Mobile",,,,,,"At PhonePe, we believe that you have worked hard for your money and spending it should not be difficult!","At PhonePe, we believe that you have worked hard for your money and spending it should not be difficult! The idea for PhonePe was seeded while the co-founders were working for a top e-commerce company, where they closely experienced the complexities of existing payment methods affecting both the customers and businesses. Being inherently passionate about solving problems through technology, the co-founders- Sameer, Rahul and Burzin decided to start PhonePe in December 2015.Our goal is to make digital payments so easy, safe & universally accepted that people never feel the need to carry cash or cards again. We believe India is at the cusp of a new mobile revolution, which will change the way we manage our money on the go. We see ourselves facilitating this change, by giving people & businesses the power to make commerce more simple, open and seamless."
National Tiles Mornington,https://e27.co/startup/national-tiles-mornington,http://www.nationaltiles.com.au/locations/mornington,Australia,,,contactshawnharris,,,,National Tiles was establised in the late 1970's by Frank Walker who had the vision for the brand 'to help clients turn their vision into reality'. ,
Pitch Clear,https://e27.co/startup/pitch-clear,http://www.pitchclear.com/,Indonesia,Platform,,,http://facebook.com/pitchclear,,,"THIS IS FOR person, profession, product, service, organization or event WHO were not always or never had a chance to pitching their ideas to journalists, investors, partners, or potential clients.","THIS IS FOR person, profession, product, service, organization or event WHO were not always or never had a chance to pitching their ideas to journalists, investors, partners, or potential clients.PitchClear IS an online portal THAT allows user to share their elevator pitch and pass along its value propositions to many potential investors, partners, or clients all over the world.UNLIKE the accidental meeting with someone important in the elevator scenario WE give user the ability to write down and edit the '30-seconds-sentences' which could read anytime anywhere, We're also link the pitches with Ash Maurya's Lean Canvas so any interested investors would knows further about their business model by visiting a concise single page."
Training in T Nagar,https://e27.co/startup/training-in-t-nagar,https://www.trainingintnagar.in/digital-marketing-training/,India,,,Ishusathyaa,,,,Digital Marketing helps in building a brand promotion through internet. The scope of Digital Marketing is increasing tremendously and demand for the Digital Marketing Course in Chennai is high.,
Alpha Innovation,https://e27.co/startup/alphainnovate,http://alphainnovate.com,India,"Augmented Reality,Education,Hardware,Social Enterprise,Virtual Reality",,Buddha Dev Burman,,,,"Alpha Innovation is a Tech company that brings together affordable technology (Hardware, Software & Solar Energy), STEAM, Videos, AR and Games for (Bottom of Pyramid) kids around the world.","Alpha Innovation is a Tech company that brings together affordable technology (Hardware, Software & Solar Energy), STEAM, Videos, AR and Games for (Bottom of Pyramid) kids around the world."
Travel Adventure India,https://e27.co/startup/travel-adventure-india,http://tripraja.com,India,,,Travel Adventure ,"http://www.twitter.com/tripraja,https://www.facebook.com/tripraja.official,https://in.linkedin.com/company/tripraja",,,"
											",
BIS Research,https://e27.co/startup/bis-research,http://bisresearch.com,United States of America,"Hardware,Agritech,Automotive,Energy,Healthtech,Agency & Consulting",February 2013,BIS Research,"http://www.twitter.com/bisresearch,https://www.linkedin.com/company/bis-research",,,BIS Research is a global cutting edge technology research and advisory company which focuses on those emerging trends in technology which are likely to disrupt the dynamics of the market.,"BIS Research ( Business Intelligence and Strategy Research)  is a global market research and advisory company which focuses on those emerging trends in technology which are likely to disrupt the dynamics of the market.BIS Research publishes in-depth global market intelligence reports across different industry verticals-Electronics, Semiconductor, Telecom, Information Technology, Automotive, Medical Devices, and other emerging technologies.Why should you consider our research?BIS Research follows a robust, rigorous and proven methodology which collates and converges insightful pieces and information from primary and secondary research and proprietary databases along with high quality analysis from market experts and key opinion leaders.Each research study incorporates detailed analysis and subsequent quantification of- market dynamics, market drivers and restraints, opportunities, threats, market shares, current and emerging industry trends as well as detailed competitive landscape and intelligence.Our highly qualified research team tracks the important markets of today and undertakes a 360 degree view of technology, application, regulatory, and business model, culminating in a simplified and insightful market report."
YesBoss,https://e27.co/startup/yesboss,http://yesbossnow.com/en/,Indonesia,"Agency & Consulting,Consumer,Advertising,Mobile",June 2015,,"http://www.twitter.com/yesbossnow,https://www.facebook.com/yesbossnow,https://www.linkedin.com/company/9485017?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9485017%2Cidx%3A1-1-1%2CtarId%3A1441677786481%2Ctas%3AYesBoss",,,YesBoss is your personal virtual assistant for all your demands. YesBoss is an SMS-based personal virtual assistant which eases your daily life and saves your time. ,"YesBoss is your personal virtual assistant for all your demands. YesBoss is an SMS-based personal virtual assistant which eases your daily life and saves your time. Whether it is food delivery service, hotel reservation, flight ticket booking, groceries shopping, simply anything, because Your Time Matters. Imagine you have your own personal assistant who serves you anywhere, anytime and for free! Now it is available in Indonesia.Their mission is making your life easier and more fun. Imagine that they are your personal virtual assistant, simply text them and they will get you anything, anytime, anywhere with no extra cost! They are here to ease your daily life, because Your Time Matters!"
CYGEN GROUP,https://e27.co/startup/cygen-group,http://cygen,Malaysia,"Enterprise Solution,Healthtech,Insurtech,Internet of Things,Medtech",April 2016,Sumita Palanisamy,"https://www.facebook.com/cygengroup/,https://www.linkedin.com/company-beta/13333919/",,,Multiple solution that helps the world a healthier place where each individual leads a cherished life. We utilize technology and innovation to predict probable issues and preventive measures,"Some say technology will replace 80% of doctors in the future. I disagree. Instead, technology will finally allow doctors to focus on what makes them good physicians: treating patients and innovating, while automation does the repetitive part of the work. We Collect Demographic, Lifestyle and Clinical Data through devices. CYGEN System analyzes and determines risks and develops a holistic score. Analytics engine generates health reports with actionable insights.Adopt remote monitoring and self-care technologies to support and empower individuals and establish linkages to clinicians and influencers (eg Insurance); andEncourage multi-stakeholder involvement which includes public and private sector partnerships across the ecosystem.No real competitors. PokiDok in US raised~$40M funding for Cloud Platform. Further ~$30M for DokChain (Blockchain)Create Malaysia's Own Cloud PlatformTo enable Disruptive Healthcare"
Nakshtra Animation,https://e27.co/startup/nakshtra-animation,http://www.nakshtranimation.com/,India,,,Saloni Mishra,,,,"5.	Nakshtra Animation is providing best Graphic Designing Courses In Noida, We will give you best Training and surely placements. Learn with easy ways and become expert in graphic designing.",
Kursus SEO Privat Nezzan,https://e27.co/startup/kursus-seo-privat-nezzan,http://kursusseoprivat.nezzanseo.com/,Indonesia,,,seo nezzan,,,,"Untuk Anda yang ingin baru belajar SEO maka disini Anda dapat belajar SEO dalam materi sederhana. SEO cukup fleksibel untuk mengakomodasi kebutuhan, keinginan.",
PBQ,https://e27.co/startup/pbq,https://pbq.ai,United Arab Emirates,Advertising,June 2018,,"http://www.twitter.com/pbqhq,https://www.facebook.com/pbqhq,https://www.linkedin.com/company/pbqhq/",,,AI Driven. Sales Agency.,
Roast,https://e27.co/startup/roast,http://www.roastation.in/,India,"Entertainment,Mobile",,,"http://www.twitter.com/roastation,https://www.linkedin.com/company/13181330",,,"Roast is an entertainment mobile app that caters to a specific need of people who love to talk, converse and take stand on anything and everything.","Roast is an entertainment mobile app that caters to a specific need of people who love to talk, converse and take stand on anything and everything.Roast is an app where you can have all kinds of witty and humorous content for all kinds of topics. You will never fall short of ideas in case you need to Roast someone. It is an app that is easily accessible at any time, from any place and in any position."
Beldara,https://e27.co/startup/beldara,https://beldara.com,United States of America,E-commerce,,Beldara,"http://www.twitter.com/beldaraonline,https://www.facebook.com/beldara,https://in.linkedin.com/company/beldara",,,Beldara.com is an online global B2B marketplace website linking worldwide suppliers to global buyers at plateform.,"All types of Manufacturers, wholesalers, importers, & exporters dealing in different categories like electronics and electrical equipment, Industrial machinery & equipment, Rubber & Plastic Equipment, chemical & clothing. Export and Import from many countries India, USA & China with trusted suppliers with the best service internationally and locally. Beldara is there is globally where you can grow your business through our digital platform. We Connect our buyers & suppliers for Import & export from different places to do Business worldwide."
ETISH,https://e27.co/startup/etish,http://www.etish.net,South Korea,,,Ingrid Kim,,,,Our products are new product in WC. ,
Future Group,https://e27.co/startup/future-group,http://www.futuregroup.in/,India,"Consumer,E-commerce,Retail",,,,,,"Every day, Future Group brings multiple products, opportunities and services to millions of customers in India.","Every day, Future Group brings multiple products, opportunities and services to millions of customers in India. Through more than over 17 million square feet of retail space, we serve customers in 102 cities across the country. Most of all, we help India shop, save and realize dreams and aspirations to live a better quality of life every day.future group.Future Group understands the soul of Indian consumers. As one of India’s retail pioneers with multiple retail formats, we connect a diverse and passionate community of Indian buyers, sellers and businesses. The collective impact on business is staggering: Around 300 million customers walk into our stores each year and choose products and services supplied by over 30,000 small, medium and large entrepreneurs and manufacturers from across India. And this number is set to grow.Future Group employs 36,000 people directly from every section of our society. We source our supplies from enterprises across the country, creating fresh employment, impacting livelihoods, empowering local communities and fostering mutual growth.We believe in the ‘Indian dream’ and have aligned our business practices to our larger objective of being a premier catalyst in India’s consumption-led growth story. Working towards this end, we are ushering positive socio-economic changes in communities to help the Indian dream fly high and the ‘Sone Ki Chidiya’ soar once again. This approach remains embedded in our ethos even as we rapidly expand our footprints deeper into India."
Singapore Furniture Rental (SFR),https://e27.co/startup/singapore-furniture-rental-sfr,http://www.sfr.com.sg,Singapore,"Design ,Real Estate,Platform",June 2013,Joe Zhang,"http://www.facebook.com/likesfr,https://www.linkedin.com/company/3797598?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3797598%2Cidx%3A2-1-2%2CtarId%3A1450783577548%2Ctas%3ASingapore%20Furniture%20Rental%20",,,"SFR is the first online office & home furniture rental company in Singapore. By leasing furniture for offices, startups can reduce huge initial capital outlay and stay nimble to meet its growth needs.","Singapore Furniture Rental Pte Ltd (SFR) is the 1st furniture rental company in Singapore with an focus on offline-to-online business model, offering home staging, residential and office furniture rental services to meet the different needs of their customers.They offer short term rental from 1 months to 6 months and long term rental from more than 6 months to 3 years.Renting furniture provides better flexibility, better use of capital and more convenience. In addition, it helps to make the planet greener as compared to the normal buy & dispose approach.Their home rental packages start at $288 / mth for a 2 bedroom unit. And out office rental packages start at $59 / mth for a workstation.SFR is also the 1st and only home staging company in Singapore.SFR aims to deliver “WOW” through their products and services, where customers embrace the furniture and enjoy their experience at their home."
HotTab,https://e27.co/startup/hottab,http://hottab.net/,Vietnam,"Mobile,Enterprise Solution,Software as a Service,Information & Communications Technology",,,"http://www.twitter.com/hottabnet,https://www.facebook.com/hottab.net,https://www.linkedin.com/company/hottab",,,"HotTab is a multilingual tablet system for hotels, restaurants, cruise ships; with room and house keeping services and POS.","HotTab is a multilingual cloud based POS for F&B businesses.HotTab also includes digital compendium for your hotel rooms shipped together with the tablet that allows guests to order services and room keeping from within the tablet in the room, in their own language.Fit for airports, lounge, cruise ships; HotTab features city guide, news and media, business information portal and weather."
MoBagel,https://e27.co/startup/mobagel,http://www.mobagel.com/,Taiwan,"Big Data,Mobile,Information & Communications Technology",,,,,,"Similar to Google Analytics or Mixpanel for Web and mobile analytics, MoBagel is an analytics solution designed specifically for IoT devices.","MoBagel is an advanced device management and predictive analytics solution for IoT companies. Similar to Google Analytics or Mixpanel for Web and mobile analytics, MoBagel is an analytics solution designed specifically for IoT devices.They enable IoT companies to know everything from failure rates to forecasted usage all setup in a matter of hours. Their goal is to help IoT companies to start collecting data, gain insights from their current business, and understand their customers better."
Qotient,https://e27.co/startup/qotient,https://www.linkedin.com/company/qotient,New Zealand,"Enterprise Solution,Software as a Service",,,"http://www.twitter.com/Qotient,https://www.facebook.com/Qotient,https://www.linkedin.com/company/qotient",,,Qotient is a cloud platform that enables you to deliver high impact propositions or insights tailored to the customers situation into the hands of your sales teams via their tablets and/or smartphones,"Never before has there been so much information available for your customers to access and leverage as part of their purchasing decision process.  As discovered in the research done Matthew Dixon and Brent Adamson of CEB (The Executive Board), this has meant that in most circumstances, your customers are 57% of the way through their buying process by the time your Sales Rep engage with them.The key challenge you now have as a business, is what are you going to say to disrupt or re-engineer the buying process when it is already so far advanced?So how does Qotient help businesses address this challenge?Qotient is focused on the spoken word. They impact and disrupt the advanced buying cycle mentioned above through the power of the words spoken by your Sales Representative when in front of the customer.Qotient is a cloud platform that enables you to deliver high impact propositions or insights tailored to the customers situation into the hands of your sales teams via their tablets and/or smartphones. This will help them be consistent and effective. To ensure you are able to adapt and improve your results we measure the impact of your business development conversations via our metrics engine."
FitFox,https://e27.co/startup/fitfox,http://www.fitfoxrewards.com/,Australia,Healthtech,,,"http://www.twitter.com/FitfoxRewards,https://www.facebook.com/pages/FitFox-Rewards/268035286653647",,,FitFox is a mobile application that rewards people for getting fit by inspiring them with incentives to live a healthier and more active life.,FitFox is a mobile application that rewards people for getting fit by inspiring them with incentives to live a healthier and more active life.
Luxneptune,https://e27.co/startup/luxneptune,https://luxneptune.com,China,E-commerce,June 2018,Michael Wyh,"http://www.facebook.com/luxneptune,https://www.linkedin.com/in/michael-wyh/",,,Luxneptune is a Hong Kong based bedding startup offering prewashed pure linen bedding online.,"Luxneptune is a Hong Kong based bedding startup offering prewashed pure linen bedding online.(1) Backed up with reliable supply chain in Mainland China,(2) Strong product development and sourcing abilities of the founder.See our online store: https://luxneptune.comWe started operation in Feb-2018 via Kickstarter (486% funded) and launched the linen bedding online store in Jun-2018. Up to now, we have B2C business via the Shopify store and B2B co-operation with various parties worldwide. It has been proven that our pure linen bedding is competitive in both prices and quality, in previous B2B sales."
ThinkProperty,https://e27.co/startup/thinkproperty,http://thinkproperty.com.my/,Malaysia,"Advertising,Information & Communications Technology",,,"https://www.facebook.com/thinkproperty.my,https://www.linkedin.com/company/thinkproperty.my",,,"Thinkproperty.my is Malaysia's No. 1 Free Property Website. They are a member of IPGA Limited (ASX:IPP) which operates leading property websites in Malaysia, Singapore and Hong Kong.","Thinkproperty.my is Malaysia's No. 1 Free Property Website. They are a member of IPGA Limited (ASX:IPP) which operates leading property websites in Malaysia, Singapore and Hong Kong."
Tokyo Techie-Best Blockchain Development Company,https://e27.co/startup/tokyo-techie-best-blockchain-development-company,https://tokyotechie.com/,India,,,sara lee,"http://www.twitter.com/TokyoTechie_com,https://www.facebook.com/TokyoTechieIndia/,https://www.linkedin.com/company/tokyotechie/",,,"TokyoTechie as one of the leading Blockchain development Company, we put together the expert team to a board that helps to build Blockchains.",
KAMEREO,https://e27.co/startup/kamereo-plc,http://www.kamereo.vn,Vietnam,Enterprise Solution,June 2018,Taku Tanaka,"http://www.twitter.com/tktnk,https://www.facebook.com/vietnamfoodinsights/,https://www.linkedin.com/company/18463605/",info@kamereo.vn.,,KAMEREO is purchasing&sourcing platform for restaurant business. We help restaurant to simplify all the manual works related to supplychain with full transparency.,"By one-stop sourcing&purchasing platform, we save time & money for restaurants. We are on the way to revolutionize the inefficiency of F&B industry manual works.We are currently hiring senior back-end developer to improve our product to change the world.Please feel free to contact us to info@kamereo.vn."
Cloud Sherpas,https://e27.co/startup/cloud-sherpas,http://www.cloudsherpas.com/,India,"Advertising,Enterprise Solution,Agency & Consulting",,,"http://www.twitter.com/cloudsherpas,http://facebook.com/cloudsherpas,http://www.linkedin.com/company/217062",,,Cloud Sherpas is a global technology and advisory services company that serves Fortune 500 clients and thousands of other businesses from around the world. ,"Cloud Sherpas is a global technology and advisory services company that serves Fortune 500 clients and thousands of other businesses from around the world. Their experts provide unrivaled cloud strategy, implementation and integration capabilities.As a Salesforce Global Strategic Cloud Alliance Partner, the four-time Google for Work Global Partner of the Year and the first ServiceNow partner to reach Preferred partner status globally, Cloud Sherpas is one of the world’s leading cloud services brokerages. Cloud Sherpas has helped over 5,000 customers across various industries leverage cloud solutions from Salesforce, Google, ServiceNow and other leading cloud vendors to improve collaboration, better manage customer relations and streamline IT.Cloud Sherpas is headquartered in Atlanta, GA with offices throughout the United States and operations in Australia, India, Japan, New Zealand, Philippines, Singapore, United Arab Emirates and the United Kingdom."
Cycliq,https://e27.co/startup/cycliq,https://cycliq.com/,Australia,Sports,,,"http://www.twitter.com/Cycliq,https://www.linkedin.com/company/cycliq",,,The latest HD camera & light for cyclists! Record your ride and be seen at the same time. Action and safety for cyclists.,"The latest HD camera & light for cyclists! Record your ride and be seen at the same time. Action and safety for cyclists.Cycliq is the makers of Fly6 and Fly12, the leading bicycle bike light and camera combo in the world. Our mission is to raise awareness for road safety. We want to make road users aware they’re being recorded in the hope that everybody provides each other additional space and respect while sharing the road. Consequently, this makes road cycling safer and more enjoyable for everyone."
GoTasty,https://e27.co/startup/gotasty,http://gotasty.co.th/,Thailand,"Advertising,Food & Beverage,Logistics/Supply Chain,Information & Communications Technology",,,https://www.facebook.com/GoTasty.co.th/info?tab=overview,,,"GoTasty is the smart online food-delivery in Bangkok, Thailand. They offer a convenient, easy and reliable way to order a variety of food wherever users are.","GoTasty is the smart online food-delivery in Bangkok, Thailand. They offer a convenient, easy and reliable way to order a variety of food wherever you are.Since 2010, they have been working on the idea to offer a superior web-offering for food-delivery in Thailand. After a conceptual phase, they have been implementing their ideas, founded GoTasty and launched their online offering in 2013. Since then they constantly work to improve their offering to provide you the best possible online food-delivery experience as possible. Their offering currently is focused on the Bangna district of Bangkok where their office is located, but they are working to expand and cover the entire city in the near future.As a company in Thailand and part of the business environment, GoTasty is conscious of the role it plays. They are committed to provide our customers the best offerings and service available. Transparency and trust is in their core. As an employer, they try their best to offer their employees an attractive and inspiring place to work.GoTasty enables restaurants to promote their dishes online. They act as an additional distribution channel, offering existing and new customers the possibility to get the restaurant’s food delivered at home. GoTasty takes care of the whole ordering, delivery, and payment process. As a restaurant owner or employee you can get the restaurant listed under List your restaurant. If your favorite restaurant is missing just let us know under Recommend a restaurant."
Agribuddy,https://e27.co/startup/agribuddy,https://agribuddy.com/,Cambodia,"Agritech,Mobile",,,https://www.facebook.com/agribuddy.kh,,,Agribuddy is a mobile app for farmers which creates collective intelligence by connecting farmers and agricultural traders and reproachers in order to solve problems the sector faces.,"Agribuddy is a mobile app for farmers which creates collective intelligence by connecting farmers and agricultural traders and reproachers in order to solve problems the sector faces.We will be forced to increase food production to meet the needs of a global population of 10 billion people. Yet still today, farming and agriculture face many of the same problems that they faced decades, even centuries, ago. Low incomes, limited information resources, inefficiencies, incomplete or non-existent production measurement, and environmental damage, to name a few. So how can we increase farmers’ profitability. Or safely raise harvest yields? How to do this while keeping the soil healthy and fertile?At AGRIBUDDY, they create collective intelligence by connecting farmers and agricultural traders and reproachers in order to solve problems the sector faces. To make farming more exciting, more fun and more efficient, AGRIBUDDY’s challenge has just begun."
MoneyLion,https://e27.co/startup/moneylion,http://www.moneylion.com,Malaysia,"Big Data,Finance,Mobile,Software as a Service",October 2013,HR from MoneyLion,https://www.facebook.com/moneylionmalaysia/,,,Moneylion Malaysia aims to revolutionize retail finance with big-data predictive analytics and cutting-edge software development practices.,"We're passionate about the area of finance that marries data, technology and product design. Our products enable a better financial future for our customers and looks to bring new modes of social engagement never before seen in financial services. For example, MoneyLion provides a closed loop trust building system where users can improve rates on loans through constant engagement with the platform -- specifically, a customer can reduce finance fee payments immediately by building a powerful financial network.Using modern analytics with all the latest big-data computational tools, MoneyLion builds smarter customer acquisition funnels, more thorough credit models, and better servicing processes for customer retention.Data doesn't just enable us to deliver smarter loans to a broader universe, it also empowers our customers to make better financial decisions and realistically measure and improve financial health.Our MissionMoneyLion was founded in 2013 to make money more approachable and to empower consumers to take greater control of their financial lives.We believe that by building better, smarter products we can help people to build positive, sustainable financial habits.Since our launch in 2013, we have $5+ million in savings for our customers through rate reduction, 28% reduction in defaults for borrowers who use our tools, and 83% improve in credit with our credit programme."
Myanmar High Society,https://e27.co/startup/myanmar-high-society,http://www.myanmarhighsociety.com/,Burma,,March 2014,Cho Zin Wint,"https://www.facebook.com/ChoZinWint,https://www.linkedin.com/in/chozinwint",,,"Myanmar High Society Co.,Ltd. is an IT Solutions and Software Company in Myanmar. We offers custom software development, Mobile App creation and  Software Outsourcing to various industries",
Spark Systems Pte Ltd,https://e27.co/startup/spark-systems-pte-ltd,http://www.sparksystems.sg/,Singapore,Platform,April 2016,Chin Shi Mei,https://www.linkedin.com/company/spark-systems-pte-ltd/,,,"Spark seeks to bridge the gap between product offerings and user needs. Our unique position allows us to play a facilitative role between liquidity providers and takers, enhancing your FX solution.","FX TODAYThe challenges of FX today have never been greater amidst shrinking proﬁts. The speed game, lack of suitable solution, high slippage and rejection rates, outdated technology, fragmented marketplace and high costs arising from market impact all point to a lack of a competent provider in the market.Providing a robust trading platform that helps you to achieve a better proﬁtability, SparkFX aims to resolve all the issues of FX trading.THE SPARK ADVANTAGESpark Systems bridges the gap between product offerings and actual user needs. The unique position of SPARK as the middleman allows us to play a facilitative role between liquidity providers and takers, enhancing your FX solution.SOLUTION1. Reduced Latency → Latest technology → Sponsored leased lines → Collocated data center2. Reducing Slippage → Increased execution efﬁciency3. Legacy Issues Solved → Innovative approach to technology4. Understand User Needs → Consultative approach → Providing a solution based on your needs5. Aggregating Marketplace → Curated and conﬁgurable liquidity pools for clients6. Reducing Market Impact → Solving toxic ﬂows with the right execution tools"
"SEOUL INTERNATIONAL CO.,",https://e27.co/startup/seoul-international-co,http://www.seoul-international.kr,South Korea,"Defense & Military,Manufacturing,Advertising,Information & Communications Technology",March 2008,"KHAN, MUHAMMAD JAVED",,,,"Assembly of tactical radio accessories, manufacturing of wire communication, wireless communication, broadcasting & applied apparatus.","Seoul International Co., is a manufacturer of wire communication, wireless communication, broadcasting and applied apparatus. and a distributing / trading company specializing in sourcing high technology products and services from Korea to Global Markets. We have experienced people in Korea and overseas countries to ensure successful product introduction and representation. We provide strategic business services, focusing on connecting businesses in Korea and abroad consistently exceeding their expectations."
KiDDyApps,https://e27.co/startup/kiddyapps,http://www.kiddyapps.net/,Thailand,Education,,,,,,Free Educational Application for Kids.,Free Educational Application for Kids.
Digital Rudhra,https://e27.co/startup/digital-rudhra,https://www.digitalrudhra.in/,India,,November 2016,Digital Rudhra,"http://www.twitter.com/digital_rudhra,https://www.facebook.com/digitalrudhra.in",,,"Digital Marketing Training Institute in Meerut, India. Provide high quality training of Digital Marketing, Ethical hacking, Mobile App Development & other Computer Courses.","Digital Rudhra the Best Institute Of Digital Marketing, have complete determination and positive work angle towards any complicated project. For our students, we have a tendency to certify we have a tendency to transcend our potential and out of box thinking to attain the satisfaction of our student by providing artistic, innovative and Big quality Classes"
Spickify,https://e27.co/startup/spickify,http://spickify.com/,Singapore,"Consumer,Information & Communications Technology",January 2014,,"http://www.twitter.com/spickify,http://www.facebook.com/spickify,https://www.linkedin.com/company/spickify",,,"Spickify now acquired by Helpling, is a new service in Singapore that gives you a better way of engaging part-time home cleaning services.","They are therefore proud to announce their acquisition by Helpling, a Rocket Internet-backed company. Combined, they are now the largest and fastest-growing online on-demand cleaning service in Singapore.  Getting you great cleaning service at great value has always been their primary goal.They are the first in Singapore to exploit technology to simplify the entire engagement process and to deliver a fuss-free experience to customers.For too long, they have put up with sub-par cleaning arrangements and outcomes. They want to bring about sweeping changes (ahem) to the home services industry – to provide better home cleaning service to their customers, and great support to their cleaning partners.After all, they use part-time cleaners ourselves too!"
Webtraffic.Agency,https://e27.co/startup/webtraffic-agency,http://www.webtraffic.agency/,India,"Design ,Advertising,Media,Platform",,amruta,"http://www.twitter.com/webtraffic_a,https://www.facebook.com/webtrafficoagency/,https://www.linkedin.com/company/webtrafficcompany/",,,"Webtraffic Agency is Best Digital Marketing Company in Mumbai providing full fledge services on Social media marketing, Search engine optimization, PPC, Content Marketing, and much more.","Webtraffic Agency is Best Digital Marketing Company in Mumbai providing full fledge services on Social media marketing, Search engine optimization, PPC, Content Marketing, and much more.What We Do:At Webtrafﬁc.Agency, our aim is to provide customers with the opportunity to create and energize their digital presence.We believe that every service we provide should affect positive change to both our customers and their markets.We believe in honest, transparent work and ethics to drive our business. We will walk that extra mile for your greater goal.Specialties:Social Media Marketing, Search Engine Optimization, Digital Marketing, Facebook management, Facebook Advertising, Pay Per Click-PPC services, Content Marketing, Social Media Optimization, and Web Development"
Phone Doctor,https://e27.co/startup/phone-doctor,http://www.dribunny.com/,Taiwan,"Mobile,Software as a Service",,,"http://www.twitter.com/PhoneDoctorApp,https://www.facebook.com/iPhoneDrApp",,,"The World's Most Trusted Smart Phone Hardware Examiner, Phone Doctor Plus, Tests over 1,000,000 Phones. Utility Top1 in 55 Countries.","The World's Most Trusted Smart Phone Hardware Examiner, Phone Doctor Plus, Tests over 1,000,000 Phones. Utility Top1 in 55 Countries. Phone doctor is an app making the best performance for iPhone, helping your Phone run smoothly"
WebGeek,https://e27.co/startup/webgeek,http://webgeek.ph/,Philippines,"Mobile,Platform,Software as a Service,Information & Communications Technology",February 2012,,"http://www.twitter.com/webgeekph,https://www.facebook.com/webgeek/info,http://www.linkedin.com/groups/WebGeek-Philippines-2622638/about",,,"Their goal is to unite all webgeeks to come together for a common purpose, which is helping each other! By working together on things like community projects.","Their goal is to unite all webgeeks to come together for a common purpose, which is helping each other! By working together on things like community projects etc."
Spark Technology,https://e27.co/startup/spark-technology,https://www.sparktechnology.in/,India,"Software as a Service,Agency & Consulting",January 2015,Sumit pandey,"http://www.twitter.com/Spark_Tech01,https://www.facebook.com/Sparktechnology.in/,https://www.linkedin.com/company/http-www-sparktechnology-in-/",,,"Spark Technology brings together an industry experience with a global footprint spanning continents, extrapolating its flexible and entrepreneurial services to clients.","Spark Technology is a leading technology service providers and software development company specialising in systems integration, application development, custom software development, software testing, cloud services, rich web technologies,E-Commerce Solution and digital marketing. Spark Technology brings together an industry experience with a global footprint spanning continents, extrapolating its flexible and entrepreneurial services to clients."
